id,sentence,referenced_term,correct_answer,surprisal_sentence_mean,surprisal_sentence_std,surprisal_sentence_min,surprisal_sentence_max,surprisal_sentence_sum,surprisal_sentence_middle,surprisal_sentence_median,surprisal_query_mean,surprisal_query_std,surprisal_query_min,surprisal_query_max,surprisal_query_sum,surprisal_query_middle,surprisal_query_median,surprisal_phrase_mean,surprisal_phrase_std,surprisal_phrase_min,surprisal_phrase_max,surprisal_phrase_sum,surprisal_phrase_middle,surprisal_phrase_median,surprisal_context_mean,surprisal_context_std,surprisal_context_min,surprisal_context_max,surprisal_context_sum,surprisal_context_middle,surprisal_context_median,surprisal_position_sentenceMax,surprisal_position_sentenceMin,surprisal_positional_sentenceMax_in_expression,surprisal_positional_sentenceMin_in_expression,surprisal_drops_within_expression,surprisal_spikes_within_expression,surprisal_relational_sumPhrase_sumSentence,surprisal_relational_maxPhrase_maxSentence,surprisal_relational_minPhrase_minSentence,cws_sentence_mean,cws_sentence_std,cws_sentence_min,cws_sentence_max,cws_sentence_sum,cws_sentence_middle,cws_sentence_median,cws_query_mean,cws_query_std,cws_query_min,cws_query_max,cws_query_sum,cws_query_middle,cws_query_median,cws_phrase_mean,cws_phrase_std,cws_phrase_min,cws_phrase_max,cws_phrase_sum,cws_phrase_middle,cws_phrase_median,cws_context_mean,cws_context_std,cws_context_min,cws_context_max,cws_context_sum,cws_context_middle,cws_context_median,cws_position_sentenceMax,cws_position_sentenceMin,cws_positional_sentenceMax_in_expression,cws_positional_sentenceMin_in_expression,cws_drops_within_expression,cws_spikes_within_expression,cws_relational_sumPhrase_sumSentence,cws_relational_maxPhrase_maxSentence,cws_relational_minPhrase_minSentence,vanilla_entropy_sentence_mean,vanilla_entropy_sentence_std,vanilla_entropy_sentence_min,vanilla_entropy_sentence_max,vanilla_entropy_sentence_sum,vanilla_entropy_sentence_middle,vanilla_entropy_sentence_median,vanilla_entropy_query_mean,vanilla_entropy_query_std,vanilla_entropy_query_min,vanilla_entropy_query_max,vanilla_entropy_query_sum,vanilla_entropy_query_middle,vanilla_entropy_query_median,vanilla_entropy_phrase_mean,vanilla_entropy_phrase_std,vanilla_entropy_phrase_min,vanilla_entropy_phrase_max,vanilla_entropy_phrase_sum,vanilla_entropy_phrase_middle,vanilla_entropy_phrase_median,vanilla_entropy_context_mean,vanilla_entropy_context_std,vanilla_entropy_context_min,vanilla_entropy_context_max,vanilla_entropy_context_sum,vanilla_entropy_context_middle,vanilla_entropy_context_median,vanilla_entropy_position_sentenceMax,vanilla_entropy_position_sentenceMin,vanilla_entropy_positional_sentenceMax_in_expression,vanilla_entropy_positional_sentenceMin_in_expression,vanilla_entropy_drops_within_expression,vanilla_entropy_spikes_within_expression,vanilla_entropy_relational_sumPhrase_sumSentence,vanilla_entropy_relational_maxPhrase_maxSentence,vanilla_entropy_relational_minPhrase_minSentence,cis_sentence_mean,cis_sentence_std,cis_sentence_min,cis_sentence_max,cis_sentence_sum,cis_sentence_middle,cis_sentence_median,cis_query_mean,cis_query_std,cis_query_min,cis_query_max,cis_query_sum,cis_query_middle,cis_query_median,cis_phrase_mean,cis_phrase_std,cis_phrase_min,cis_phrase_max,cis_phrase_sum,cis_phrase_middle,cis_phrase_median,cis_context_mean,cis_context_std,cis_context_min,cis_context_max,cis_context_sum,cis_context_middle,cis_context_median,cis_position_sentenceMax,cis_position_sentenceMin,cis_positional_sentenceMax_in_expression,cis_positional_sentenceMin_in_expression,cis_drops_within_expression,cis_spikes_within_expression,cis_relational_sumPhrase_sumSentence,cis_relational_maxPhrase_maxSentence,cis_relational_minPhrase_minSentence
200,Denise and John are to walk up the aisle.,walk up the aisle,To get married,6.509197360814472,2.676584001174483,1.7501655455396128,11.194563077620387,65.09197360814471,4.544909764867772,5.804132539930087,5.323546346589543,6.894271516081793,7.184537490203192e-05,35.40413431181546,340.70696618173076,6.149686211773929,3.105073954935466,6.905452261621595,1.8829316083620866,4.876902498931917,9.353118376716624,27.62180904648638,4.876902498931917,6.695894085418919,6.245027426943056,3.0662818710650064,1.7501655455396128,11.194563077620387,37.470164561658336,11.194563077620387,5.567880598512932,3.0,2.0,0.0,0.0,0.0,1.0,0.4243504615910151,0.8355054424066727,2.7865378285848186,11.41472584050173,3.1479485085003813,4.70893101580728,15.947467546059933,114.1472584050173,9.825233367286591,11.098824634419678,8.96957016503687,8.723113557134646,0.052770864265394526,42.17414936446146,574.0524905623597,11.678068684920053,7.893248145392949,12.51838056094433,1.516755402033787,10.402771806794549,14.23174986920964,50.07352224377732,10.402771806794549,12.719500283886566,10.678956026873328,3.6917306701058576,4.70893101580728,15.947467546059933,64.07373616123996,15.947467546059933,10.09094735588697,3.0,2.0,0.0,0.0,0.0,1.0,0.4386747692713429,0.892414411761936,2.2091578262399203,3.92846132516861,1.594892453929414,0.8498584032058716,5.993844985961914,39.284613251686096,3.0402283668518066,3.6139901876449585,1.9835650267850724,1.803440797956299,0.0006652479059994221,7.63338041305542,126.94816171424463,2.97884464263916,1.6387474536895752,2.4329064190387726,0.9277088754748632,0.8498584032058716,3.1110661029815674,9.73162567615509,3.1110661029815674,2.8853505849838257,4.925497929255168,1.0865092818397597,3.0402283668518066,5.993844985961914,29.552987575531006,4.11691427230835,5.229576110839844,2.0,7.0,0.0,0.0,0.0,1.0,0.24772105082993043,0.5190434704714494,1.0,7.259910917282104,4.065866128068303,-1.421257495880127,12.686811447143555,72.59910917282104,10.610326766967773,7.270044803619385,8.10271027920738,4.920972081684706,-9.831987380981445,19.148311614990234,510.470747590065,7.343681812286377,7.692387580871582,7.272465825080872,5.333690031924364,-1.421257495880127,12.686811447143555,29.089863300323486,12.686811447143555,8.91215467453003,7.251540978749593,2.9302623730384187,2.7674617767333984,11.190321922302246,43.50924587249756,2.7674617767333984,6.886480093002319,8.0,6.0,1.0,1.0,0.0,1.0,0.4006917389451091,1.0,1.0
201,She is weak in Elucid.,Elucid,Geometry,10.189023015921695,4.400791776423507,4.379058520822077,16.792575870179757,71.32316111145187,16.792575870179757,10.258961469587748,6.387070205572845,7.676017331703863,7.184145508210135e-05,37.39784130968602,281.0310890452052,0.08835035226423137,4.212576597885208,12.375055387587032,2.116093917999284,10.258961469587748,14.491149305586315,24.750110775174065,14.491149305586315,12.375055387587032,9.56968343319896,5.289880843466225,4.379058520822077,16.792575870179757,38.27873373279584,4.379058520822077,8.553549670897006,3.0,2.0,0.0,0.0,0.0,0.0,0.3470136543232954,0.8629497593230879,2.3427322153397125,15.317685273129182,4.72182864955601,8.71652374101193,21.69892205600214,107.22379691190429,21.69892205600214,16.0440080165017,9.95005541095021,9.651400503938772,0.05277085781703925,44.16891099499213,437.8024380818092,0.3884614684263841,9.209125116460042,18.524603165827678,2.4805951493259784,16.0440080165017,21.005198315153656,37.049206331655355,21.005198315153656,18.524603165827678,14.260574360639152,5.337331695912892,8.71652374101193,21.69892205600214,57.04229744255661,9.701726491908154,13.31342582277127,3.0,0.0,0.0,0.0,0.0,0.0,0.34553156480827857,0.968029575890541,1.8406429550594097,3.994533589908055,1.6376555138284405,1.2059098482131958,5.942853927612305,27.961735129356384,2.9102513790130615,4.421805381774902,2.0366187009058194,2.0850681400409323,0.0006652172887697816,7.6333794593811035,89.61122283985605,0.34443747997283936,1.4673248529434204,3.5374016761779785,0.8844037055969238,2.6529979705810547,4.421805381774902,7.074803352355957,2.6529979705810547,3.5374016761779785,4.920255482196808,1.1818273574813878,2.9102513790130615,5.942853927612305,19.68102192878723,5.331634044647217,5.413958311080933,0.0,6.0,0.0,0.0,1.0,0.0,0.25301732240959124,0.7440541927557485,2.1999969355188687,4.573854787009103,5.795464884656086,-6.034381866455078,12.089837074279785,32.01698350906372,2.5103540420532227,3.8521766662597656,9.003341974214067,5.592304623926193,-6.034381866455078,21.04570198059082,387.14370489120483,11.465327262878418,9.706884384155273,3.0277276039123535,9.062109470367432,-6.034381866455078,12.089837074279785,6.055455207824707,-6.034381866455078,3.0277276039123535,3.7794121503829956,2.4621864850724884,1.0671143531799316,7.6880035400390625,15.117648601531982,1.0671143531799316,3.181265354156494,4.0,5.0,1.0,1.0,1.0,0.0,0.1891325960208107,1.0,1.0
202,The buses are on strike., The buses,The drivers,7.43262770493357,4.828352855499983,2.463863277387283,16.24107423344402,44.595766229601416,6.700301331263998,6.266111967681514,5.578915289545214,7.058438401314595,7.184145508210135e-05,36.074844765547326,251.05118802953461,9.130494416293216,2.9664129890222664,9.417915044598368,6.823159188845652,2.5947558557527155,16.24107423344402,18.835830089196737,2.5947558557527155,9.417915044598368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.4223681232927004,1.0,1.0531249357733166,11.918601111440365,4.6318704571176,6.520694883997798,19.540625390182246,71.51160666864219,12.990201461553873,11.502811235002696,9.33805440876824,8.946693532371645,0.05277085781703925,42.842916967963525,420.21244839457086,15.581422710209756,7.641708925715321,13.030660137090022,6.509965253092224,6.520694883997798,19.540625390182246,26.061320274180044,6.520694883997798,13.030660137090022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.36443483076724,1.0,1.0,4.562201162179311,2.073608254147707,1.5189508199691772,7.635335922241211,27.373206973075867,5.619577407836914,4.8316874504089355,1.823528420965239,1.9738872966082792,0.0006652172887697816,7.635335922241211,82.05877894343575,1.3075634241104126,1.1951079368591309,6.789094924926758,0.8462409973144531,5.942853927612305,7.635335922241211,13.578189849853516,7.635335922241211,6.789094924926758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.4960394250921694,1.0,3.9124729052997895,6.259814103444417,3.0650385994263045,0.47977161407470703,9.120716094970703,37.558884620666504,7.5498247146606445,7.6837921142578125,9.962429555979641,4.720081651985486,0.47977161407470703,23.84752082824707,438.34690046310425,14.897184371948242,9.638828754425049,6.552679061889648,2.5680370330810547,3.9846420288085938,9.120716094970703,13.105358123779297,9.120716094970703,6.552679061889648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.34892830966998867,1.0,8.305289249955772
203,The kitchen whipped up a delicious meal., kitchen,Cook,6.300520044936458,6.525717262146545,0.9220705557424839,21.01938821529019,50.40416035949166,3.4389337304627534,2.93534893244075,5.395682021735998,7.355402168000373,5.5290484153211616e-05,35.43082224172592,253.5970550215919,0.015240950071497453,2.6427652225801626,21.01938821529019,0.0,21.01938821529019,21.01938821529019,21.01938821529019,21.01938821529019,21.01938821529019,4.492168001630454,3.8610601112740013,0.9220705557424839,12.290989177169221,26.953008009782728,1.8656301967535247,2.845916242638663,1.0,3.0,1.0,1.0,1.0,0.0,0.41701693005847296,1.0,22.795856655854966,10.415558509722601,7.022955992774954,2.941428285523633,26.283666064690497,83.32446807778081,7.781165781048788,7.681788073391978,8.897488940176977,9.208187947724156,0.05271871858365914,42.20671057525,418.18198018831794,0.10688361506099431,7.396208849939185,26.283666064690497,0.0,26.283666064690497,26.283666064690497,26.283666064690497,26.283666064690497,26.283666064690497,8.243065274559191,4.211756563257105,2.941428285523633,15.589221821323374,49.45839164735515,5.106680678200637,7.120779447477772,1.0,3.0,1.0,1.0,1.0,0.0,0.31543754999018425,1.0,8.935681415061758,4.039504021406174,1.8456786269556573,1.3146295547485352,7.635335922241211,32.31603217124939,2.7391676902770996,3.7907317876815796,1.8973935002069722,2.0007203810814533,0.0005736115272156894,7.635335922241211,89.1774945097277,0.07054942846298218,1.3146295547485352,7.635335922241211,0.0,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,3.4957725207010903,1.4397442978120811,1.3146295547485352,5.942853927612305,20.974635124206543,4.2472991943359375,3.365342378616333,1.0,3.0,1.0,1.0,1.0,0.0,0.2362708355338915,1.0,5.807975254064414,5.8660071194171906,3.8721790496391937,-0.7767696380615234,10.897674560546875,46.928056955337524,2.09603214263916,6.333473443984985,9.85731789915134,5.4326509841329145,-0.7767696380615234,20.32756996154785,453.4366233609617,19.488740921020508,10.629090309143066,-0.7767696380615234,0.0,-0.7767696380615234,-0.7767696380615234,-0.7767696380615234,-0.7767696380615234,-0.7767696380615234,6.249949018160502,3.058082309416706,2.09603214263916,10.897674560546875,37.49969410896301,3.0074775218963623,6.333473443984985,7.0,1.0,0.0,0.0,1.0,0.0,-0.016552350309342496,-0.07127847631582632,1.0
204,The clock chimes at 5.,5,5 o'clock,6.1982361507308905,4.198091330687891,0.08539129929618638,13.84252481451792,49.585889205847124,2.052180204391664,6.01730397924676,6.406153680840732,7.692592311582783,7.184145508210135e-05,35.92454386186324,294.6830693186737,1.7505076558047319,3.4702839714568934,6.466021858081813,0.0,6.466021858081813,6.466021858081813,6.466021858081813,6.466021858081813,6.466021858081813,5.541512826231091,4.5615181973495265,0.08539129929618638,13.84252481451792,33.24907695738654,5.568586100411706,4.395909663549736,0.0,2.0,0.0,0.0,1.0,0.0,0.130400441771635,0.46711289629044445,75.72225638181136,10.447753931066728,5.023245606282173,0.41011290447325555,17.14168625855616,83.58203144853383,6.00467783527558,11.570026340907884,10.078576815007201,9.56524436639968,0.05277085781703925,42.69353539043912,463.61453349033127,5.676872588973132,9.02846627846009,12.496669942543623,0.0,12.496669942543623,12.496669942543623,12.496669942543623,12.496669942543623,12.496669942543623,9.380538306928706,5.352127520451534,0.41011290447325555,17.14168625855616,56.283229841572236,10.643382739272143,9.584676712699196,0.0,2.0,0.0,0.0,1.0,0.0,0.14951383360714948,0.7290222066866958,30.471291700987088,3.5900489166378975,2.1873497546881246,0.2679315209388733,7.635335922241211,28.72039133310318,3.7873103618621826,3.3550474643707275,1.9990378738692254,1.9726116916816647,0.0006652172887697816,7.635335922241211,91.95574219798436,2.1827168464660645,1.8241205215454102,2.1161797046661377,0.0,2.1161797046661377,2.1161797046661377,2.1161797046661377,2.1161797046661377,2.1161797046661377,4.098452180624008,2.3118299675223133,0.2679315209388733,7.635335922241211,24.59071308374405,0.2679315209388733,3.910903573036194,1.0,3.0,0.0,0.0,1.0,0.0,0.07368213337076034,0.2771560709597401,7.898211069943239,10.097285017371178,5.591134077892037,0.92577064037323,17.35933494567871,80.77828013896942,0.92577064037323,11.413405895233154,10.055192520883349,5.762074374943155,-9.883878707885742,19.938209533691406,452.48366343975067,15.24551773071289,10.306140899658203,16.787818908691406,0.0,16.787818908691406,16.787818908691406,16.787818908691406,16.787818908691406,16.787818908691406,8.896876315275827,5.721524444073592,0.92577064037323,17.35933494567871,53.38125789165497,12.886682510375977,9.303435802459717,2.0,4.0,0.0,0.0,1.0,0.0,0.20782590171281143,0.9670773080434413,18.13388562627488
205,She is wearing converse in school today.,converse,Branded shoes,6.816991539929466,4.007933366657623,1.2168089505483517,15.72142078880454,54.53593231943573,7.989091223610946,6.844905717975325,6.744456120547428,7.224998256233187,7.184145508210135e-05,37.6251826841492,303.50052542463425,0.48917659813194386,5.237266367847381,7.590883965576311,0.0,7.590883965576311,7.590883965576311,7.590883965576311,7.590883965576311,7.590883965576311,6.492659521708078,4.580836245878384,1.2168089505483517,15.72142078880454,38.95595713024847,6.098927470374339,5.365577343864141,2.0,6.0,0.0,0.0,1.0,0.0,0.1391905050988015,0.48283702011092366,6.238353163128443,11.690703172057692,4.742854469884089,4.300094673954968,21.708506830378525,93.52562537646153,13.333307828077153,11.767539554441372,10.895989455936542,8.985060306233077,0.05275628701102248,44.39559295908771,490.31952551714437,2.2282186408520666,11.104631329711967,13.4385689562814,0.0,13.4385689562814,13.4385689562814,13.4385689562814,13.4385689562814,13.4385689562814,11.125624765350496,5.358611164751532,4.300094673954968,21.708506830378525,66.75374859210298,11.496151439679608,10.106337590345769,2.0,6.0,0.0,0.0,1.0,0.0,0.14368862974386068,0.6190462136011902,3.1251797867793023,3.7763376235961914,1.4856173424467427,1.989166021347046,5.942853927612305,30.21070098876953,2.4659640789031982,3.3623058795928955,2.102746018235727,2.0048063805492373,0.0006652172887697816,7.6333794593811035,94.62357082060771,0.690399706363678,1.678590178489685,2.260188579559326,0.0,2.260188579559326,2.260188579559326,2.260188579559326,2.260188579559326,2.260188579559326,4.2474247217178345,1.4323143295009757,1.989166021347046,5.942853927612305,25.484548330307007,3.490576982498169,4.411105513572693,0.0,7.0,0.0,0.0,1.0,0.0,0.07481417198493753,0.3803203994393676,1.1362493403284388,4.773478455841541,2.2782001994555827,0.47361665964126587,7.6880035400390625,38.18782764673233,3.217803955078125,4.2816619873046875,8.310096070170403,5.209391635231598,-1.167996883392334,20.864442825317383,365.6442270874977,8.049474716186523,7.8759589195251465,4.3188371658325195,0.0,4.3188371658325195,4.3188371658325195,4.3188371658325195,4.3188371658325195,4.3188371658325195,5.108531087636948,2.5239250430975857,0.47361665964126587,7.6880035400390625,30.651186525821686,4.002109527587891,5.646986246109009,0.0,6.0,0.0,0.0,1.0,0.0,0.11309460191831769,0.5617631604017934,9.118845542941333
206,The red carpet was graced by celebrities..,red carpet,Award function,6.676592962839314,5.937665871835386,0.2711936163947903,18.38650740458512,60.08933666555382,0.2711936163947903,3.6966005896039147,6.312390217240061,7.683444367628734,6.205538235127165e-06,33.80555125568359,296.68234021028286,0.00394595119751945,2.9664129890222664,5.299689062761679,1.6030884731577648,3.6966005896039147,6.902777535919444,10.599378125523359,3.6966005896039147,5.299689062761679,6.00480976998138,6.578171978108838,0.2711936163947903,18.38650740458512,36.028858619888275,2.480353588859382,3.019951142466229,7.0,4.0,0.0,0.0,1.0,0.0,0.17639366173265558,0.37542625056665574,13.630853995554917,10.395810950254882,6.971708156530763,1.1759285127659982,23.966039307860715,93.56229855229394,1.1759285127659982,8.388597458192908,9.85683459470263,9.615919543251461,0.05267941046235843,40.58625945931412,463.27122595102355,0.06499016160573176,8.153402975319448,9.75297247650705,1.364375018314142,8.388597458192908,11.117347494821193,19.5059449530141,8.388597458192908,9.75297247650705,9.336649561389457,7.829245527714178,1.1759285127659982,23.966039307860715,56.01989736833674,6.573679404418662,7.363541189869055,7.0,4.0,0.0,0.0,1.0,0.0,0.20848082245555155,0.46387921475096516,7.13359474417488,4.013113644387987,2.2065528550672022,0.7002328634262085,7.635335922241211,36.11802279949188,5.0826568603515625,3.760866403579712,2.0258963281663998,2.120167685659873,7.41542608011514e-05,7.635335922241211,95.21712742382078,0.021862205117940903,1.191787838935852,6.6613686084747314,0.9739673137664795,5.687401294708252,7.635335922241211,13.322737216949463,5.687401294708252,6.6613686084747314,3.1724031964937844,1.9829167548491808,0.7002328634262085,5.942853927612305,19.034419178962708,0.7002328634262085,3.295757532119751,1.0,6.0,1.0,1.0,1.0,0.0,0.3688667370002571,1.0,8.122157059124659,8.414866129557291,5.852501271211528,0.6792097091674805,18.338356018066406,75.73379516601562,18.338356018066406,6.312674522399902,9.572634572568147,5.939994207386949,-5.995523452758789,20.397842407226562,440.34119033813477,6.215229511260986,9.824315071105957,5.934183120727539,0.3784914016723633,5.555691719055176,6.312674522399902,11.868366241455078,5.555691719055176,5.934183120727539,10.40644613901774,6.096990635755121,0.6792097091674805,18.338356018066406,62.438676834106445,9.843390464782715,11.553214073181152,4.0,7.0,0.0,0.0,1.0,0.0,0.15671162676369907,0.3442333934503639,8.179641197804559
207,"While I'm sleeping, my dog tries to steal the cover.",cover,all of the above,4.797734306072201,3.3061420478345576,0.02096056727158302,12.225477836676179,62.37054597893861,7.950086269009892,5.263445648436145,5.4302750927791275,6.873322649532982,7.18433857699947e-05,35.134824428492415,293.23485501007286,1.324275702876407,2.8216052010081283,2.717162906042829,0.0,2.717162906042829,2.717162906042829,2.717162906042829,2.717162906042829,2.717162906042829,4.773267938672662,3.467262730652017,0.02096056727158302,12.225477836676179,52.50594732539928,6.2874581189545005,5.263445648436145,2.0,7.0,0.0,0.0,1.0,0.0,0.043564840797776005,0.22225412718768314,129.63212640368673,8.945387091873135,4.642777504330749,0.10673729091040847,17.0728671317544,116.29003219435076,12.69436703301512,10.336388142835244,9.079623839619348,8.800622399583157,0.052770861161801914,41.91384987589025,490.2996873394448,5.273247505621437,7.4886480026104,7.617174956529354,0.0,7.617174956529354,7.617174956529354,7.617174956529354,7.617174956529354,7.617174956529354,8.759639248361358,4.924056984758181,0.10673729091040847,17.0728671317544,96.35603173197494,11.258137734075529,10.336388142835244,2.0,7.0,0.0,0.0,1.0,0.0,0.06550152934689261,0.44615675256805076,71.36376510551446,3.2070235587083378,1.7335251054678884,0.13759592175483704,5.94284725189209,41.69130626320839,4.112377166748047,3.328131914138794,1.8067696215606432,1.854763494769477,0.0006652321317233145,7.633382797241211,97.56555956427474,0.69416344165802,1.266650676727295,1.681894063949585,0.0,1.681894063949585,1.681894063949585,1.681894063949585,1.681894063949585,1.681894063949585,3.429408672181043,1.7926099974892435,0.13759592175483704,5.94284725189209,37.72349539399147,2.8196191787719727,3.487212896347046,0.0,8.0,0.0,0.0,1.0,0.0,0.04034160151594524,0.28301149140491566,12.22342960822863,8.185631403556236,4.200183575649295,0.39186596870422363,14.660991668701172,106.41320824623108,10.949018478393555,8.899189949035645,9.357689727027461,5.129305332009022,-1.4696464538574219,24.615291595458984,495.95755553245544,15.381916999816895,9.706884384155273,14.237610816955566,0.0,14.237610816955566,14.237610816955566,14.237610816955566,14.237610816955566,14.237610816955566,7.0467823418703945,3.5228675365008364,0.39186596870422363,12.120445251464844,77.51460576057434,6.835259437561035,8.602987289428711,12.0,0.0,0.0,0.0,1.0,0.0,0.13379552267619776,0.9711219499121977,36.332858563949365
208,Wall Street reacted poorly to the news., Wall Street,"Financial traders, investors and agents",3.4696385442866946,3.6737168116985943,0.13608387202112204,11.757678712593325,27.757108354293557,0.6789170591164171,2.323280511196653,5.722203414536469,7.4236267094227015,7.18433857699947e-05,33.32263760249878,308.9989843849693,16.79957356827185,3.0472000965258426,6.1645887132624955,5.59308999933083,0.5714987139316663,11.757678712593325,12.329177426524991,11.757678712593325,6.1645887132624955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.4441809020289347,1.0,4.199606503281756,6.771783956086796,5.221666545037214,0.5326374534437142,16.9170368283808,54.174271648694365,2.096734370702323,6.124576807251967,9.374954792932703,9.467766182380332,0.052770861161801914,40.097833210314,506.247558818366,22.84208520976881,7.814282100353099,9.41347780863904,7.50355901974176,1.9099187888972808,16.9170368283808,18.82695561727808,16.9170368283808,9.41347780863904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.34752577273887214,1.0,3.58577635979012,3.051136575639248,1.5483012556945903,0.5840746760368347,5.94284725189209,24.409092605113983,0.5840746760368347,2.7963205575942993,1.5769897842503808,1.6353353093639296,0.0006652321317233145,7.633382797241211,85.15744834952056,2.1494758129119873,1.0418538749217987,3.9963972568511963,1.9464499950408936,2.0499472618103027,5.94284725189209,7.992794513702393,2.0499472618103027,3.9963972568511963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.32745152157060564,1.0,3.509734877943968,7.980826213955879,4.175176188438037,1.9993726015090942,14.614095687866211,63.846609711647034,5.930927276611328,8.279016494750977,10.140546701989084,4.92949269521584,-3.5109214782714844,18.74371337890625,537.4489752054214,4.385537147521973,9.706884384155273,8.279016494750977,1.310276985168457,6.9687395095825195,9.589293479919434,16.558032989501953,6.9687395095825195,8.279016494750977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,0.2593408336681251,0.6561674211481474,3.485463141948943
209,The mic dropped after his powerful speech.,mic,microphone,6.927600868154788,5.4706154264267495,0.8302731839296758,16.910357628724373,55.420806945238304,6.322976582843229,5.164721633204052,5.291713040687852,7.3427992037834695,7.184145508210135e-05,35.33266399878546,243.4187998716412,1.0737406520943438,2.414252272630848,14.786864359722527,0.0,14.786864359722527,14.786864359722527,14.786864359722527,14.786864359722527,14.786864359722527,5.931146973275989,5.2940074483907615,0.8302731839296758,16.910357628724373,35.58688183965593,0.8302731839296758,5.009390342333736,0.0,5.0,0.0,0.0,1.0,0.0,0.2668107011565807,0.8744264718923019,17.809637413238406,11.29641860535195,5.923104963352021,2.8748423710733686,20.642259156248166,90.3713488428156,10.756014612591045,10.473600249488992,8.634375534858023,9.112542705865128,0.05277085781703925,42.11059250019072,397.18127460346903,4.180935028046045,6.166920953899947,20.642259156248166,0.0,20.642259156248166,20.642259156248166,20.642259156248166,20.642259156248166,20.642259156248166,9.906302630298992,5.488105217021946,2.8748423710733686,20.209942640645465,59.437815781793944,2.8748423710733686,10.285916311798276,1.0,5.0,1.0,1.0,1.0,0.0,0.22841596834137765,1.0,7.180309906362291,4.0462678372859955,1.8675984749191545,2.198859691619873,7.635335922241211,32.370142698287964,3.3455498218536377,3.332188129425049,1.9399227991323087,2.060793512018479,0.0006652172887697816,7.635335922241211,89.2364487600862,1.3076249361038208,1.355268955230713,7.635335922241211,0.0,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,3.7019124031066895,1.4136929371655391,2.198859691619873,5.942853927612305,22.211474418640137,5.192059516906738,3.332188129425049,1.0,6.0,1.0,1.0,1.0,0.0,0.23587588085130803,1.0,3.47240706232436,5.861095607280731,2.712209238410305,2.0758466720581055,9.225568771362305,46.88876485824585,6.507817268371582,6.614877223968506,10.770885255601671,5.8197252288826204,2.0758466720581055,27.035747528076172,484.6898365020752,23.401243209838867,10.306140899658203,3.3028059005737305,0.0,3.3028059005737305,3.3028059005737305,3.3028059005737305,3.3028059005737305,3.3028059005737305,5.726731697718303,2.610101650859604,2.0758466720581055,8.936177253723145,34.360390186309814,2.0758466720581055,6.614877223968506,2.0,5.0,0.0,0.0,1.0,0.0,0.07043917472679811,0.3580056669054582,1.5910644774641047
